Mod:Item:MetaData, Localized Name
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.redstone.name:0, Red Granite Destabilized Redstone Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.redstone.name:1, Black Granite Destabilized Redstone Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.redstone.name:2, Rhyolite Destabilized Redstone Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.redstone.name:3, Andesite Destabilized Redstone Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.redstone.name:4, Gabbro Destabilized Redstone Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.redstone.name:5, Basalt Destabilized Redstone Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.redstone.name:6, Komatiite Destabilized Redstone Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.redstone.name:7, Dacite Destabilized Redstone Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.redstone.name:0, Gneiss Destabilized Redstone Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.redstone.name:1, Eclogite Destabilized Redstone Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.redstone.name:2, Marble Destabilized Redstone Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.redstone.name:3, Quartzite Destabilized Redstone Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.redstone.name:4, Blue Schist Destabilized Redstone Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.redstone.name:5, Green Schist Destabilized Redstone Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.redstone.name:6, Soapstone Destabilized Redstone Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.redstone.name:7, Migmatite Destabilized Redstone Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.redstone.name:0, Limestone Destabilized Redstone Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.redstone.name:1, Chalk Destabilized Redstone Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.redstone.name:2, Shale Destabilized Redstone Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.redstone.name:3, Siltstone Destabilized Redstone Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.redstone.name:4, Lignite Block Destabilized Redstone Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.redstone.name:5, Dolomite Destabilized Redstone Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.redstone.name:6, Greywacke Destabilized Redstone Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.redstone.name:7, Chert Destabilized Redstone Ore
undergroundbiomes:igneous_stone_tile.gem_ore.peridot_ore:0, Red Granite Peridot Ore
undergroundbiomes:igneous_stone_tile.gem_ore.peridot_ore:1, Black Granite Peridot Ore
undergroundbiomes:igneous_stone_tile.gem_ore.peridot_ore:2, Rhyolite Peridot Ore
undergroundbiomes:igneous_stone_tile.gem_ore.peridot_ore:3, Andesite Peridot Ore
undergroundbiomes:igneous_stone_tile.gem_ore.peridot_ore:4, Gabbro Peridot Ore
undergroundbiomes:igneous_stone_tile.gem_ore.peridot_ore:5, Basalt Peridot Ore
undergroundbiomes:igneous_stone_tile.gem_ore.peridot_ore:6, Komatiite Peridot Ore
undergroundbiomes:igneous_stone_tile.gem_ore.peridot_ore:7, Dacite Peridot Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.peridot_ore:0, Gneiss Peridot Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.peridot_ore:1, Eclogite Peridot Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.peridot_ore:2, Marble Peridot Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.peridot_ore:3, Quartzite Peridot Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.peridot_ore:4, Blue Schist Peridot Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.peridot_ore:5, Green Schist Peridot Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.peridot_ore:6, Soapstone Peridot Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.peridot_ore:7, Migmatite Peridot Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.peridot_ore:0, Limestone Peridot Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.peridot_ore:1, Chalk Peridot Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.peridot_ore:2, Shale Peridot Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.peridot_ore:3, Siltstone Peridot Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.peridot_ore:4, Lignite Block Peridot Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.peridot_ore:5, Dolomite Peridot Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.peridot_ore:6, Greywacke Peridot Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.peridot_ore:7, Chert Peridot Ore
undergroundbiomes:igneous_stone_tile.nuclearcraft.ore.magnesium:0, Red Granite Magnesium Ore
undergroundbiomes:igneous_stone_tile.nuclearcraft.ore.magnesium:1, Black Granite Magnesium Ore
undergroundbiomes:igneous_stone_tile.nuclearcraft.ore.magnesium:2, Rhyolite Magnesium Ore
undergroundbiomes:igneous_stone_tile.nuclearcraft.ore.magnesium:3, Andesite Magnesium Ore
undergroundbiomes:igneous_stone_tile.nuclearcraft.ore.magnesium:4, Gabbro Magnesium Ore
undergroundbiomes:igneous_stone_tile.nuclearcraft.ore.magnesium:5, Basalt Magnesium Ore
undergroundbiomes:igneous_stone_tile.nuclearcraft.ore.magnesium:6, Komatiite Magnesium Ore
undergroundbiomes:igneous_stone_tile.nuclearcraft.ore.magnesium:7, Dacite Magnesium Ore
undergroundbiomes:metamorphic_stone_tile.nuclearcraft.ore.magnesium:0, Gneiss Magnesium Ore
undergroundbiomes:metamorphic_stone_tile.nuclearcraft.ore.magnesium:1, Eclogite Magnesium Ore
undergroundbiomes:metamorphic_stone_tile.nuclearcraft.ore.magnesium:2, Marble Magnesium Ore
undergroundbiomes:metamorphic_stone_tile.nuclearcraft.ore.magnesium:3, Quartzite Magnesium Ore
undergroundbiomes:metamorphic_stone_tile.nuclearcraft.ore.magnesium:4, Blue Schist Magnesium Ore
undergroundbiomes:metamorphic_stone_tile.nuclearcraft.ore.magnesium:5, Green Schist Magnesium Ore
undergroundbiomes:metamorphic_stone_tile.nuclearcraft.ore.magnesium:6, Soapstone Magnesium Ore
undergroundbiomes:metamorphic_stone_tile.nuclearcraft.ore.magnesium:7, Migmatite Magnesium Ore
undergroundbiomes:sedimentary_stone_tile.nuclearcraft.ore.magnesium:0, Limestone Magnesium Ore
undergroundbiomes:sedimentary_stone_tile.nuclearcraft.ore.magnesium:1, Chalk Magnesium Ore
undergroundbiomes:sedimentary_stone_tile.nuclearcraft.ore.magnesium:2, Shale Magnesium Ore
undergroundbiomes:sedimentary_stone_tile.nuclearcraft.ore.magnesium:3, Siltstone Magnesium Ore
undergroundbiomes:sedimentary_stone_tile.nuclearcraft.ore.magnesium:4, Lignite Block Magnesium Ore
undergroundbiomes:sedimentary_stone_tile.nuclearcraft.ore.magnesium:5, Dolomite Magnesium Ore
undergroundbiomes:sedimentary_stone_tile.nuclearcraft.ore.magnesium:6, Greywacke Magnesium Ore
undergroundbiomes:sedimentary_stone_tile.nuclearcraft.ore.magnesium:7, Chert Magnesium Ore
undergroundbiomes:igneous_stone_tile.railcraft.ore.metal.poor.gold:0, Red Granite Poor Gold Ore
undergroundbiomes:igneous_stone_tile.railcraft.ore.metal.poor.gold:1, Black Granite Poor Gold Ore
undergroundbiomes:igneous_stone_tile.railcraft.ore.metal.poor.gold:2, Rhyolite Poor Gold Ore
undergroundbiomes:igneous_stone_tile.railcraft.ore.metal.poor.gold:3, Andesite Poor Gold Ore
undergroundbiomes:igneous_stone_tile.railcraft.ore.metal.poor.gold:4, Gabbro Poor Gold Ore
undergroundbiomes:igneous_stone_tile.railcraft.ore.metal.poor.gold:5, Basalt Poor Gold Ore
undergroundbiomes:igneous_stone_tile.railcraft.ore.metal.poor.gold:6, Komatiite Poor Gold Ore
undergroundbiomes:igneous_stone_tile.railcraft.ore.metal.poor.gold:7, Dacite Poor Gold Ore
undergroundbiomes:metamorphic_stone_tile.railcraft.ore.metal.poor.gold:0, Gneiss Poor Gold Ore
undergroundbiomes:metamorphic_stone_tile.railcraft.ore.metal.poor.gold:1, Eclogite Poor Gold Ore
undergroundbiomes:metamorphic_stone_tile.railcraft.ore.metal.poor.gold:2, Marble Poor Gold Ore
undergroundbiomes:metamorphic_stone_tile.railcraft.ore.metal.poor.gold:3, Quartzite Poor Gold Ore
undergroundbiomes:metamorphic_stone_tile.railcraft.ore.metal.poor.gold:4, Blue Schist Poor Gold Ore
undergroundbiomes:metamorphic_stone_tile.railcraft.ore.metal.poor.gold:5, Green Schist Poor Gold Ore
undergroundbiomes:metamorphic_stone_tile.railcraft.ore.metal.poor.gold:6, Soapstone Poor Gold Ore
undergroundbiomes:metamorphic_stone_tile.railcraft.ore.metal.poor.gold:7, Migmatite Poor Gold Ore
undergroundbiomes:sedimentary_stone_tile.railcraft.ore.metal.poor.gold:0, Limestone Poor Gold Ore
undergroundbiomes:sedimentary_stone_tile.railcraft.ore.metal.poor.gold:1, Chalk Poor Gold Ore
undergroundbiomes:sedimentary_stone_tile.railcraft.ore.metal.poor.gold:2, Shale Poor Gold Ore
undergroundbiomes:sedimentary_stone_tile.railcraft.ore.metal.poor.gold:3, Siltstone Poor Gold Ore
undergroundbiomes:sedimentary_stone_tile.railcraft.ore.metal.poor.gold:4, Lignite Block Poor Gold Ore
undergroundbiomes:sedimentary_stone_tile.railcraft.ore.metal.poor.gold:5, Dolomite Poor Gold Ore
undergroundbiomes:sedimentary_stone_tile.railcraft.ore.metal.poor.gold:6, Greywacke Poor Gold Ore
undergroundbiomes:sedimentary_stone_tile.railcraft.ore.metal.poor.gold:7, Chert Poor Gold Ore
undergroundbiomes:igneous_stone_tile.railcraft.ore.metal.tin:0, Red Granite Tin Ore
undergroundbiomes:igneous_stone_tile.railcraft.ore.metal.tin:1, Black Granite Tin Ore
undergroundbiomes:igneous_stone_tile.railcraft.ore.metal.tin:2, Rhyolite Tin Ore
undergroundbiomes:igneous_stone_tile.railcraft.ore.metal.tin:3, Andesite Tin Ore
undergroundbiomes:igneous_stone_tile.railcraft.ore.metal.tin:4, Gabbro Tin Ore
undergroundbiomes:igneous_stone_tile.railcraft.ore.metal.tin:5, Basalt Tin Ore
undergroundbiomes:igneous_stone_tile.railcraft.ore.metal.tin:6, Komatiite Tin Ore
undergroundbiomes:igneous_stone_tile.railcraft.ore.metal.tin:7, Dacite Tin Ore
undergroundbiomes:metamorphic_stone_tile.railcraft.ore.metal.tin:0, Gneiss Tin Ore
undergroundbiomes:metamorphic_stone_tile.railcraft.ore.metal.tin:1, Eclogite Tin Ore
undergroundbiomes:metamorphic_stone_tile.railcraft.ore.metal.tin:2, Marble Tin Ore
undergroundbiomes:metamorphic_stone_tile.railcraft.ore.metal.tin:3, Quartzite Tin Ore
undergroundbiomes:metamorphic_stone_tile.railcraft.ore.metal.tin:4, Blue Schist Tin Ore
undergroundbiomes:metamorphic_stone_tile.railcraft.ore.metal.tin:5, Green Schist Tin Ore
undergroundbiomes:metamorphic_stone_tile.railcraft.ore.metal.tin:6, Soapstone Tin Ore
undergroundbiomes:metamorphic_stone_tile.railcraft.ore.metal.tin:7, Migmatite Tin Ore
undergroundbiomes:sedimentary_stone_tile.railcraft.ore.metal.tin:0, Limestone Tin Ore
undergroundbiomes:sedimentary_stone_tile.railcraft.ore.metal.tin:1, Chalk Tin Ore
undergroundbiomes:sedimentary_stone_tile.railcraft.ore.metal.tin:2, Shale Tin Ore
undergroundbiomes:sedimentary_stone_tile.railcraft.ore.metal.tin:3, Siltstone Tin Ore
undergroundbiomes:sedimentary_stone_tile.railcraft.ore.metal.tin:4, Lignite Block Tin Ore
undergroundbiomes:sedimentary_stone_tile.railcraft.ore.metal.tin:5, Dolomite Tin Ore
undergroundbiomes:sedimentary_stone_tile.railcraft.ore.metal.tin:6, Greywacke Tin Ore
undergroundbiomes:sedimentary_stone_tile.railcraft.ore.metal.tin:7, Chert Tin Ore
undergroundbiomes:igneous_stone_tile.railcraft.ore.metal.poor.tin:0, Red Granite Poor Tin Ore
undergroundbiomes:igneous_stone_tile.railcraft.ore.metal.poor.tin:1, Black Granite Poor Tin Ore
undergroundbiomes:igneous_stone_tile.railcraft.ore.metal.poor.tin:2, Rhyolite Poor Tin Ore
undergroundbiomes:igneous_stone_tile.railcraft.ore.metal.poor.tin:3, Andesite Poor Tin Ore
undergroundbiomes:igneous_stone_tile.railcraft.ore.metal.poor.tin:4, Gabbro Poor Tin Ore
undergroundbiomes:igneous_stone_tile.railcraft.ore.metal.poor.tin:5, Basalt Poor Tin Ore
undergroundbiomes:igneous_stone_tile.railcraft.ore.metal.poor.tin:6, Komatiite Poor Tin Ore
undergroundbiomes:igneous_stone_tile.railcraft.ore.metal.poor.tin:7, Dacite Poor Tin Ore
undergroundbiomes:metamorphic_stone_tile.railcraft.ore.metal.poor.tin:0, Gneiss Poor Tin Ore
undergroundbiomes:metamorphic_stone_tile.railcraft.ore.metal.poor.tin:1, Eclogite Poor Tin Ore
undergroundbiomes:metamorphic_stone_tile.railcraft.ore.metal.poor.tin:2, Marble Poor Tin Ore
undergroundbiomes:metamorphic_stone_tile.railcraft.ore.metal.poor.tin:3, Quartzite Poor Tin Ore
undergroundbiomes:metamorphic_stone_tile.railcraft.ore.metal.poor.tin:4, Blue Schist Poor Tin Ore
undergroundbiomes:metamorphic_stone_tile.railcraft.ore.metal.poor.tin:5, Green Schist Poor Tin Ore
undergroundbiomes:metamorphic_stone_tile.railcraft.ore.metal.poor.tin:6, Soapstone Poor Tin Ore
undergroundbiomes:metamorphic_stone_tile.railcraft.ore.metal.poor.tin:7, Migmatite Poor Tin Ore
undergroundbiomes:sedimentary_stone_tile.railcraft.ore.metal.poor.tin:0, Limestone Poor Tin Ore
undergroundbiomes:sedimentary_stone_tile.railcraft.ore.metal.poor.tin:1, Chalk Poor Tin Ore
undergroundbiomes:sedimentary_stone_tile.railcraft.ore.metal.poor.tin:2, Shale Poor Tin Ore
undergroundbiomes:sedimentary_stone_tile.railcraft.ore.metal.poor.tin:3, Siltstone Poor Tin Ore
undergroundbiomes:sedimentary_stone_tile.railcraft.ore.metal.poor.tin:4, Lignite Block Poor Tin Ore
undergroundbiomes:sedimentary_stone_tile.railcraft.ore.metal.poor.tin:5, Dolomite Poor Tin Ore
undergroundbiomes:sedimentary_stone_tile.railcraft.ore.metal.poor.tin:6, Greywacke Poor Tin Ore
undergroundbiomes:sedimentary_stone_tile.railcraft.ore.metal.poor.tin:7, Chert Poor Tin Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.silver.name:0, Red Granite Silver Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.silver.name:1, Black Granite Silver Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.silver.name:2, Rhyolite Silver Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.silver.name:3, Andesite Silver Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.silver.name:4, Gabbro Silver Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.silver.name:5, Basalt Silver Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.silver.name:6, Komatiite Silver Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.silver.name:7, Dacite Silver Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.silver.name:0, Gneiss Silver Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.silver.name:1, Eclogite Silver Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.silver.name:2, Marble Silver Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.silver.name:3, Quartzite Silver Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.silver.name:4, Blue Schist Silver Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.silver.name:5, Green Schist Silver Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.silver.name:6, Soapstone Silver Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.silver.name:7, Migmatite Silver Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.silver.name:0, Limestone Silver Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.silver.name:1, Chalk Silver Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.silver.name:2, Shale Silver Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.silver.name:3, Siltstone Silver Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.silver.name:4, Lignite Block Silver Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.silver.name:5, Dolomite Silver Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.silver.name:6, Greywacke Silver Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.silver.name:7, Chert Silver Ore
undergroundbiomes:igneous_stone_tile.gem_ore.amber_ore:0, Red Granite Amber Ore
undergroundbiomes:igneous_stone_tile.gem_ore.amber_ore:1, Black Granite Amber Ore
undergroundbiomes:igneous_stone_tile.gem_ore.amber_ore:2, Rhyolite Amber Ore
undergroundbiomes:igneous_stone_tile.gem_ore.amber_ore:3, Andesite Amber Ore
undergroundbiomes:igneous_stone_tile.gem_ore.amber_ore:4, Gabbro Amber Ore
undergroundbiomes:igneous_stone_tile.gem_ore.amber_ore:5, Basalt Amber Ore
undergroundbiomes:igneous_stone_tile.gem_ore.amber_ore:6, Komatiite Amber Ore
undergroundbiomes:igneous_stone_tile.gem_ore.amber_ore:7, Dacite Amber Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.amber_ore:0, Gneiss Amber Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.amber_ore:1, Eclogite Amber Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.amber_ore:2, Marble Amber Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.amber_ore:3, Quartzite Amber Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.amber_ore:4, Blue Schist Amber Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.amber_ore:5, Green Schist Amber Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.amber_ore:6, Soapstone Amber Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.amber_ore:7, Migmatite Amber Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.amber_ore:0, Limestone Amber Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.amber_ore:1, Chalk Amber Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.amber_ore:2, Shale Amber Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.amber_ore:3, Siltstone Amber Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.amber_ore:4, Lignite Block Amber Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.amber_ore:5, Dolomite Amber Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.amber_ore:6, Greywacke Amber Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.amber_ore:7, Chert Amber Ore
undergroundbiomes:igneous_stone_tile.nuclearcraft.ore.uranium:0, Red Granite Uranium Ore
undergroundbiomes:igneous_stone_tile.nuclearcraft.ore.uranium:1, Black Granite Uranium Ore
undergroundbiomes:igneous_stone_tile.nuclearcraft.ore.uranium:2, Rhyolite Uranium Ore
undergroundbiomes:igneous_stone_tile.nuclearcraft.ore.uranium:3, Andesite Uranium Ore
undergroundbiomes:igneous_stone_tile.nuclearcraft.ore.uranium:4, Gabbro Uranium Ore
undergroundbiomes:igneous_stone_tile.nuclearcraft.ore.uranium:5, Basalt Uranium Ore
undergroundbiomes:igneous_stone_tile.nuclearcraft.ore.uranium:6, Komatiite Uranium Ore
undergroundbiomes:igneous_stone_tile.nuclearcraft.ore.uranium:7, Dacite Uranium Ore
undergroundbiomes:metamorphic_stone_tile.nuclearcraft.ore.uranium:0, Gneiss Uranium Ore
undergroundbiomes:metamorphic_stone_tile.nuclearcraft.ore.uranium:1, Eclogite Uranium Ore
undergroundbiomes:metamorphic_stone_tile.nuclearcraft.ore.uranium:2, Marble Uranium Ore
undergroundbiomes:metamorphic_stone_tile.nuclearcraft.ore.uranium:3, Quartzite Uranium Ore
undergroundbiomes:metamorphic_stone_tile.nuclearcraft.ore.uranium:4, Blue Schist Uranium Ore
undergroundbiomes:metamorphic_stone_tile.nuclearcraft.ore.uranium:5, Green Schist Uranium Ore
undergroundbiomes:metamorphic_stone_tile.nuclearcraft.ore.uranium:6, Soapstone Uranium Ore
undergroundbiomes:metamorphic_stone_tile.nuclearcraft.ore.uranium:7, Migmatite Uranium Ore
undergroundbiomes:sedimentary_stone_tile.nuclearcraft.ore.uranium:0, Limestone Uranium Ore
undergroundbiomes:sedimentary_stone_tile.nuclearcraft.ore.uranium:1, Chalk Uranium Ore
undergroundbiomes:sedimentary_stone_tile.nuclearcraft.ore.uranium:2, Shale Uranium Ore
undergroundbiomes:sedimentary_stone_tile.nuclearcraft.ore.uranium:3, Siltstone Uranium Ore
undergroundbiomes:sedimentary_stone_tile.nuclearcraft.ore.uranium:4, Lignite Block Uranium Ore
undergroundbiomes:sedimentary_stone_tile.nuclearcraft.ore.uranium:5, Dolomite Uranium Ore
undergroundbiomes:sedimentary_stone_tile.nuclearcraft.ore.uranium:6, Greywacke Uranium Ore
undergroundbiomes:sedimentary_stone_tile.nuclearcraft.ore.uranium:7, Chert Uranium Ore
undergroundbiomes:igneous_stone_railcraft_ore_metal_poor:0, Red Granite Poor Iron Ore
undergroundbiomes:igneous_stone_railcraft_ore_metal_poor:1, Black Granite Poor Iron Ore
undergroundbiomes:igneous_stone_railcraft_ore_metal_poor:2, Rhyolite Poor Iron Ore
undergroundbiomes:igneous_stone_railcraft_ore_metal_poor:3, Andesite Poor Iron Ore
undergroundbiomes:igneous_stone_railcraft_ore_metal_poor:4, Gabbro Poor Iron Ore
undergroundbiomes:igneous_stone_railcraft_ore_metal_poor:5, Basalt Poor Iron Ore
undergroundbiomes:igneous_stone_railcraft_ore_metal_poor:6, Komatiite Poor Iron Ore
undergroundbiomes:igneous_stone_railcraft_ore_metal_poor:7, Dacite Poor Iron Ore
undergroundbiomes:metamorphic_stone_railcraft_ore_metal_poor:0, Gneiss Poor Iron Ore
undergroundbiomes:metamorphic_stone_railcraft_ore_metal_poor:1, Eclogite Poor Iron Ore
undergroundbiomes:metamorphic_stone_railcraft_ore_metal_poor:2, Marble Poor Iron Ore
undergroundbiomes:metamorphic_stone_railcraft_ore_metal_poor:3, Quartzite Poor Iron Ore
undergroundbiomes:metamorphic_stone_railcraft_ore_metal_poor:4, Blue Schist Poor Iron Ore
undergroundbiomes:metamorphic_stone_railcraft_ore_metal_poor:5, Green Schist Poor Iron Ore
undergroundbiomes:metamorphic_stone_railcraft_ore_metal_poor:6, Soapstone Poor Iron Ore
undergroundbiomes:metamorphic_stone_railcraft_ore_metal_poor:7, Migmatite Poor Iron Ore
undergroundbiomes:sedimentary_stone_railcraft_ore_metal_poor:0, Limestone Poor Iron Ore
undergroundbiomes:sedimentary_stone_railcraft_ore_metal_poor:1, Chalk Poor Iron Ore
undergroundbiomes:sedimentary_stone_railcraft_ore_metal_poor:2, Shale Poor Iron Ore
undergroundbiomes:sedimentary_stone_railcraft_ore_metal_poor:3, Siltstone Poor Iron Ore
undergroundbiomes:sedimentary_stone_railcraft_ore_metal_poor:4, Lignite Block Poor Iron Ore
undergroundbiomes:sedimentary_stone_railcraft_ore_metal_poor:5, Dolomite Poor Iron Ore
undergroundbiomes:sedimentary_stone_railcraft_ore_metal_poor:6, Greywacke Poor Iron Ore
undergroundbiomes:sedimentary_stone_railcraft_ore_metal_poor:7, Chert Poor Iron Ore
volumetricflask:volumetric_flask_16, Volumetric Flask
volumetricflask:volumetric_flask_32, Volumetric Flask
volumetricflask:volumetric_flask_18, Volumetric Flask
volumetricflask:volumetric_flask_36, Volumetric Flask
volumetricflask:volumetric_flask_72, Volumetric Flask
volumetricflask:volumetric_flask_144, Volumetric Flask
volumetricflask:volumetric_flask_100, Volumetric Flask
volumetricflask:volumetric_flask_1000, Volumetric Flask
volumetricflask:volumetric_flask_50, Volumetric Flask
volumetricflask:volumetric_flask_250, Volumetric Flask
volumetricflask:volumetric_flask_2000, Volumetric Flask
volumetricflask:volumetric_flask_4000, Volumetric Flask
volumetricflask:volumetric_flask_8000, Volumetric Flask
volumetricflask:volumetric_flask_16000, Volumetric Flask
volumetricflask:volumetric_flask_32000, Volumetric Flask
volumetricflask:volumetric_flask_64000, Volumetric Flask
volumetricflask:volumetric_flask_33, Volumetric Flask
volumetricflask:volumetric_flask_133, Volumetric Flask
volumetricflask:volumetric_flask_300, Volumetric Flask
volumetricflask:part_o_interface, Volumetric Interface
volumetricflask:o_interface, Volumetric Interface
volumetricflask:buffer, Buffer
volumetricflask:filler, Filler
xtones:base, Xtone Tile
xtones:lamp_flat, Flat Lamp
xtones:agon:0, Agon 1
xtones:agon:1, Agon 2
xtones:agon:2, Agon 3
xtones:agon:3, Agon 4
xtones:agon:4, Agon 5
xtones:agon:5, Agon 6
xtones:agon:6, Agon 7
xtones:agon:7, Agon 8
xtones:agon:8, Agon 9
xtones:agon:9, Agon 10
xtones:agon:10, Agon 11
xtones:agon:11, Agon 12
xtones:agon:12, Agon 13
xtones:agon:13, Agon 14
xtones:agon:14, Agon 15
xtones:agon:15, Agon 16
xtones:azur:0, Azur 1
xtones:azur:1, Azur 2
xtones:azur:2, Azur 3
xtones:azur:3, Azur 4
xtones:azur:4, Azur 5
xtones:azur:5, Azur 6
xtones:azur:6, Azur 7
xtones:azur:7, Azur 8
xtones:azur:8, Azur 9
xtones:azur:9, Azur 10
xtones:azur:10, Azur 11
xtones:azur:11, Azur 12
xtones:azur:12, Azur 13
xtones:azur:13, Azur 14
xtones:azur:14, Azur 15
xtones:azur:15, Azur 16
xtones:bitt:0, Bitt 1
xtones:bitt:1, Bitt 2
xtones:bitt:2, Bitt 3
xtones:bitt:3, Bitt 4
xtones:bitt:4, Bitt 5
xtones:bitt:5, Bitt 6
xtones:bitt:6, Bitt 7
xtones:bitt:7, Bitt 8
xtones:bitt:8, Bitt 9
xtones:bitt:9, Bitt 10
xtones:bitt:10, Bitt 11
xtones:bitt:11, Bitt 12
xtones:bitt:12, Bitt 13
xtones:bitt:13, Bitt 14
xtones:bitt:14, Bitt 15
xtones:bitt:15, Bitt 16
xtones:cray:0, Cray 1
xtones:cray:1, Cray 2
xtones:cray:2, Cray 3
xtones:cray:3, Cray 4
xtones:cray:4, Cray 5
xtones:cray:5, Cray 6
xtones:cray:6, Cray 7
xtones:cray:7, Cray 8
xtones:cray:8, Cray 9
xtones:cray:9, Cray 10
xtones:cray:10, Cray 11
xtones:cray:11, Cray 12
xtones:cray:12, Cray 13
xtones:cray:13, Cray 14
xtones:cray:14, Cray 15
xtones:cray:15, Cray 16
xtones:fort:0, Fort 1
xtones:fort:1, Fort 2
xtones:fort:2, Fort 3
xtones:fort:3, Fort 4
xtones:fort:4, Fort 5
xtones:fort:5, Fort 6
xtones:fort:6, Fort 7
xtones:fort:7, Fort 8
xtones:fort:8, Fort 9
xtones:fort:9, Fort 10
xtones:fort:10, Fort 11
xtones:fort:11, Fort 12
xtones:fort:12, Fort 13
xtones:fort:13, Fort 14
